seed,n_markers,n_true,bias,n_samples,paired,n_cells,pi,beta_treatment,beta_control,rho_b,rho_u,sigma_b,sigma_u,fdr,method,fdp,power
77,10,3,0,8,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLM-PERM-BH,0,0
77,10,3,0,8,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLM-PERM-BY,0,0
77,10,3,0,8,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLM-BH,0,0
77,10,3,0,8,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLM-BY,0,0
78,10,3,0,8,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLMM-BH,0,1
78,10,3,0,8,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLMM-BY,0,0
78,10,3,0,8,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLM-PERM-BH,0,0
78,10,3,0,8,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLM-PERM-BY,0,0
78,10,3,0,8,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLM-BH,0,0
78,10,3,0,8,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLM-BY,0,0
79,10,3,0,8,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLMM-BH,0,0.6666666666666666
79,10,3,0,8,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLMM-BY,0,0.6666666666666666
79,10,3,0,8,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLM-PERM-BH,0,0
79,10,3,0,8,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLM-PERM-BY,0,0
79,10,3,0,8,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLM-BH,0,0
79,10,3,0,8,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLM-BY,0,0
80,10,3,0,8,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLMM-BH,0,0.6666666666666666
80,10,3,0,8,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLMM-BY,0,0.6666666666666666
80,10,3,0,8,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLM-PERM-BH,0,0
80,10,3,0,8,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLM-PERM-BY,0,0
80,10,3,0,8,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLM-BH,0,0.6666666666666666
80,10,3,0,8,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLM-BY,0,0
81,10,3,0,8,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLMM-BH,0,0.6666666666666666
81,10,3,0,8,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLMM-BY,0,0.6666666666666666
81,10,3,0,8,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLM-PERM-BH,0,0
81,10,3,0,8,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLM-PERM-BY,0,0
81,10,3,0,8,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLM-BH,0,0
81,10,3,0,8,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLM-BY,0,0
82,10,3,0,8,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLMM-BH,0,0.3333333333333333
82,10,3,0,8,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLMM-BY,0,0.3333333333333333
82,10,3,0,8,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLM-PERM-BH,0,0
82,10,3,0,8,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLM-PERM-BY,0,0
82,10,3,0,8,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLM-BH,0,0
82,10,3,0,8,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLM-BY,0,0
83,10,3,0,8,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLMM-BH,0,0.6666666666666666
83,10,3,0,8,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLMM-BY,0,0.3333333333333333
83,10,3,0,8,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLM-PERM-BH,0,0
83,10,3,0,8,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLM-PERM-BY,0,0
83,10,3,0,8,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLM-BH,0,0
83,10,3,0,8,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLM-BY,0,0
84,10,3,0,8,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLMM-BH,0.25,1
84,10,3,0,8,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLMM-BY,0,0.6666666666666666
84,10,3,0,8,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLM-PERM-BH,0,0
84,10,3,0,8,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLM-PERM-BY,0,0
84,10,3,0,8,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLM-BH,0,0
84,10,3,0,8,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLM-BY,0,0
85,10,3,0,8,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLMM-BH,0,0.3333333333333333
85,10,3,0,8,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLMM-BY,0,0.3333333333333333
85,10,3,0,8,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLM-PERM-BH,0,0
85,10,3,0,8,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLM-PERM-BY,0,0
85,10,3,0,8,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLM-BH,0,0.3333333333333333
85,10,3,0,8,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLM-BY,0,0
86,10,3,0,8,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLMM-BH,0,0.3333333333333333
86,10,3,0,8,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLMM-BY,0,0
86,10,3,0,8,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLM-PERM-BH,0,0
86,10,3,0,8,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLM-PERM-BY,0,0
86,10,3,0,8,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLM-BH,0,0.3333333333333333
86,10,3,0,8,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLM-BY,0,0
87,10,3,0,8,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLMM-BH,0,0.6666666666666666
87,10,3,0,8,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLMM-BY,0,0.3333333333333333
87,10,3,0,8,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLM-PERM-BH,0,0
87,10,3,0,8,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLM-PERM-BY,0,0
87,10,3,0,8,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLM-BH,0,0
87,10,3,0,8,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLM-BY,0,0
88,10,3,0,8,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLMM-BH,0,0.6666666666666666
88,10,3,0,8,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLMM-BY,0,0.6666666666666666
88,10,3,0,8,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLM-PERM-BH,0,0
88,10,3,0,8,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLM-PERM-BY,0,0
88,10,3,0,8,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLM-BH,0,0.3333333333333333
88,10,3,0,8,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLM-BY,0,0
89,10,3,0,8,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLMM-BH,0,0.3333333333333333
89,10,3,0,8,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLMM-BY,0,0.3333333333333333
89,10,3,0,8,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLM-PERM-BH,0,0
89,10,3,0,8,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLM-PERM-BY,0,0
89,10,3,0,8,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLM-BH,0,0.3333333333333333
89,10,3,0,8,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLM-BY,0,0
90,10,3,0,8,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLMM-BH,0,0.3333333333333333
90,10,3,0,8,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLMM-BY,0,0.3333333333333333
90,10,3,0,8,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLM-PERM-BH,0,0
90,10,3,0,8,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLM-PERM-BY,0,0
90,10,3,0,8,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLM-BH,0,0.3333333333333333
90,10,3,0,8,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLM-BY,0,0
91,10,3,0,8,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLMM-BH,0,0
91,10,3,0,8,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLMM-BY,0,0
91,10,3,0,8,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLM-PERM-BH,0,0
91,10,3,0,8,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLM-PERM-BY,0,0
91,10,3,0,8,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLM-BH,0,0
91,10,3,0,8,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLM-BY,0,0
92,10,3,0,8,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLMM-BH,0,0
92,10,3,0,8,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLMM-BY,0,0
92,10,3,0,8,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLM-PERM-BH,0,0
92,10,3,0,8,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLM-PERM-BY,0,0
92,10,3,0,8,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLM-BH,0,0
92,10,3,0,8,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLM-BY,0,0
93,10,3,0,8,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLMM-BH,0,1
93,10,3,0,8,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLMM-BY,0,1
93,10,3,0,8,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLM-PERM-BH,0,0
93,10,3,0,8,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLM-PERM-BY,0,0
93,10,3,0,8,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLM-BH,0,0
93,10,3,0,8,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLM-BY,0,0
94,10,3,0,8,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLMM-BH,0,1
94,10,3,0,8,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLMM-BY,0,1
94,10,3,0,8,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLM-PERM-BH,0,0
94,10,3,0,8,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLM-PERM-BY,0,0
94,10,3,0,8,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLM-BH,0,0.6666666666666666
94,10,3,0,8,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLM-BY,0,0.6666666666666666
95,10,3,0,8,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLMM-BH,0,0.3333333333333333
95,10,3,0,8,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLMM-BY,0,0
95,10,3,0,8,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLM-PERM-BH,0,0
95,10,3,0,8,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLM-PERM-BY,0,0
95,10,3,0,8,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLM-BH,0,0
95,10,3,0,8,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLM-BY,0,0
96,10,3,0,8,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLMM-BH,0,0.6666666666666666
96,10,3,0,8,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLMM-BY,0,0.3333333333333333
96,10,3,0,8,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLM-PERM-BH,0,0
96,10,3,0,8,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLM-PERM-BY,0,0
96,10,3,0,8,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLM-BH,0,0
96,10,3,0,8,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLM-BY,0,0
97,10,3,0,8,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLMM-BH,0,0.3333333333333333
97,10,3,0,8,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLMM-BY,0,0.3333333333333333
97,10,3,0,8,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLM-PERM-BH,0,0
97,10,3,0,8,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLM-PERM-BY,0,0
97,10,3,0,8,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLM-BH,0,0.3333333333333333
97,10,3,0,8,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLM-BY,0,0
98,10,3,0,8,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLMM-BH,0,0.3333333333333333
98,10,3,0,8,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLMM-BY,0,0.3333333333333333
98,10,3,0,8,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLM-PERM-BH,0,0
98,10,3,0,8,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLM-PERM-BY,0,0
98,10,3,0,8,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLM-BH,0,0
98,10,3,0,8,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLM-BY,0,0
99,10,3,0,8,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLMM-BH,0,0.6666666666666666
99,10,3,0,8,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLMM-BY,0,0.3333333333333333
99,10,3,0,8,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLM-PERM-BH,0,0
99,10,3,0,8,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLM-PERM-BY,0,0
99,10,3,0,8,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLM-BH,0,0
99,10,3,0,8,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLM-BY,0,0
100,10,3,0,8,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLMM-BH,0,0.6666666666666666
100,10,3,0,8,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLMM-BY,0,0.6666666666666666
100,10,3,0,8,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLM-PERM-BH,0,0
100,10,3,0,8,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLM-PERM-BY,0,0
100,10,3,0,8,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLM-BH,0,0.6666666666666666
100,10,3,0,8,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLM-BY,0,0
1,10,3,0,10,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLMM-BH,0,1
1,10,3,0,10,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLMM-BY,0,0.6666666666666666
1,10,3,0,10,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLM-PERM-BH,0,0
1,10,3,0,10,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLM-PERM-BY,0,0
1,10,3,0,10,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLM-BH,0,0
1,10,3,0,10,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLM-BY,0,0
2,10,3,0,10,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLMM-BH,0,0
2,10,3,0,10,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLMM-BY,0,0
2,10,3,0,10,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLM-PERM-BH,0,0
2,10,3,0,10,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLM-PERM-BY,0,0
2,10,3,0,10,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLM-BH,0,0
2,10,3,0,10,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLM-BY,0,0
3,10,3,0,10,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLMM-BH,0,1
3,10,3,0,10,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLMM-BY,0,0.3333333333333333
3,10,3,0,10,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLM-PERM-BH,0,0
3,10,3,0,10,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLM-PERM-BY,0,0
3,10,3,0,10,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLM-BH,0,0
3,10,3,0,10,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLM-BY,0,0
4,10,3,0,10,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLMM-BH,0,0
4,10,3,0,10,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLMM-BY,0,0
4,10,3,0,10,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLM-PERM-BH,0,0
4,10,3,0,10,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLM-PERM-BY,0,0
4,10,3,0,10,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLM-BH,0,0
4,10,3,0,10,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLM-BY,0,0
5,10,3,0,10,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLMM-BH,0,0.6666666666666666
5,10,3,0,10,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLMM-BY,0,0.6666666666666666
5,10,3,0,10,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLM-PERM-BH,0,0
5,10,3,0,10,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLM-PERM-BY,0,0
5,10,3,0,10,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLM-BH,0,0
5,10,3,0,10,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLM-BY,0,0
6,10,3,0,10,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLMM-BH,0,0.3333333333333333
6,10,3,0,10,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLMM-BY,0,0
6,10,3,0,10,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLM-PERM-BH,0,0
6,10,3,0,10,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLM-PERM-BY,0,0
6,10,3,0,10,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLM-BH,0,0
6,10,3,0,10,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLM-BY,0,0
7,10,3,0,10,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLMM-BH,0,0
7,10,3,0,10,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLMM-BY,0,0
7,10,3,0,10,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLM-PERM-BH,0,0
7,10,3,0,10,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLM-PERM-BY,0,0
7,10,3,0,10,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLM-BH,0,0
7,10,3,0,10,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLM-BY,0,0
8,10,3,0,10,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLMM-BH,0,1
8,10,3,0,10,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLMM-BY,0,0.3333333333333333
8,10,3,0,10,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLM-PERM-BH,0,0
8,10,3,0,10,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLM-PERM-BY,0,0
8,10,3,0,10,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLM-BH,0,0
8,10,3,0,10,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLM-BY,0,0
9,10,3,0,10,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLMM-BH,0,0.6666666666666666
9,10,3,0,10,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLMM-BY,0,0.3333333333333333
9,10,3,0,10,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLM-PERM-BH,0,0
9,10,3,0,10,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLM-PERM-BY,0,0
9,10,3,0,10,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLM-BH,0,0
9,10,3,0,10,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLM-BY,0,0
10,10,3,0,10,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLMM-BH,0,0.3333333333333333
10,10,3,0,10,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLMM-BY,0,0.3333333333333333
10,10,3,0,10,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLM-PERM-BH,0,0
10,10,3,0,10,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLM-PERM-BY,0,0
10,10,3,0,10,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLM-BH,0,0
10,10,3,0,10,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLM-BY,0,0
11,10,3,0,10,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLMM-BH,0,1
11,10,3,0,10,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLMM-BY,0,0.3333333333333333
11,10,3,0,10,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLM-PERM-BH,0,0
11,10,3,0,10,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLM-PERM-BY,0,0
11,10,3,0,10,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLM-BH,0,0
11,10,3,0,10,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLM-BY,0,0
12,10,3,0,10,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLMM-BH,0,0.6666666666666666
12,10,3,0,10,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLMM-BY,0,0.6666666666666666
12,10,3,0,10,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLM-PERM-BH,0,0
12,10,3,0,10,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLM-PERM-BY,0,0
12,10,3,0,10,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLM-BH,0,0
12,10,3,0,10,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLM-BY,0,0
13,10,3,0,10,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLMM-BH,0,0.6666666666666666
13,10,3,0,10,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLMM-BY,0,0.6666666666666666
13,10,3,0,10,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLM-PERM-BH,0,0
13,10,3,0,10,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLM-PERM-BY,0,0
13,10,3,0,10,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLM-BH,0,0
